"SITE","STONE","DISC_CIRC","DISC_WHEN","DISC_WHO","SUBSQ_HIST","CURRENT_SEtting","CURRENT_LOcation","LOC_NOTES","MON_FORM","FORM_NOTES","COMPLETENEss","PRESERVATIon","PRESCONDNOtes","M_SOURCE","M_HEIGHT","M_HT_STATUs","M_WIDTH","M_WDTH_STAtus","M_THICKNESs","M_THCK_STAtus","I_SOURCE","I_HT_FEET","I_HT_INCHEs","I_HT_STATUs","I_WD_FEET","I_WD_INCHEs","I_WDTH_STAtus","I_TH_FEET","I_TH_INCHEs","I_THCK_STAtus","STONE_TYPE","NO_CARVED","DECOR_NOTEs","VISITED"
KLCUM,1,"first mentioned",1896,"Rev. Canon Hewison",,lost,lost,,pilsp,,inc,inc,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
KLGOB,1,"first mentioned",1869,"R.R. Brash",,lost,lost,,pilsp,,n/a,n/a,,converted,1.02,actual,0.38,actual,0.1,actual,Macalister/1945,3,4,actual,1,3,actual,0,4,actual,,0,,
KLGOB,2,recognised,1850,"John Casey",,lost,lost,,pilsp,,n/a,n/a,,converted,1.52,actual,0.91,actual,0.76,actual,OSullivan/Sheehan/1996,5,0,actual,3,0,actual,2,6,actual,,0,,
KLGOB,3,"first mentioned",1869,"R.R. Brash",,"on ground","on site",,inc,,inc,inc,,OSullivan/Sheehan/1996,,uncertain,,uncertain,,uncertain,converted,,,uncertain,,,uncertain,,,uncertain,,0,,
KLGRO,1,"first mentioned",1872,"C. Graves",,"in ground","on site",,rpmeg,,complete,good,,converted,2.18,actual,0.24,actual,0.14,actual,Macalister/1945,7,2,actual,0,9.5,actual,0,5.5,actual,,1,,
KLGRV,1,"first mentioned",1857,"W. Williams",,"on ground",other,,pilsp,,complete,some,,converted,1.19,actual,0.37,actual,0.05,actual,Macalister/1945,3,11,actual,1,2.5,actual,0,2,actual,,0,,
KLGRV,2,"first mentioned",1857,"W. Williams",,"on ground",other,,pilsp,,incomplete,some,,converted,1.42,actual,0.47,actual,0.1,actual,Macalister/1945,4,8,actual,1,6.5,actual,0,4,actual,,0,,
KLGRV,3,"first mentioned",1857,"W. Williams",,"on ground",other,,pilsp,,complete,poor,,converted,1.8,actual,0.53,actual,0.15,actual,Macalister/1945,5,11,actual,1,9,actual,0,6,actual,,0,,
KLGRV,4,"first mentioned",1857,"W. Williams",,"on ground",other,,pilsp,,complete,some,,converted,1.7,actual,0.36,actual,0.13,actual,Macalister/1945,5,7,actual,1,2,actual,0,5,actual,,0,,
KLGRV,5,"first mentioned",1857,"W. Williams",,"on ground",other,,pilsp,,frgmntry,poor,,converted,1.17,actual,0.41,actual,0.08,actual,Macalister/1945,3,10,actual,1,4,actual,0,3,actual,,0,,
KLGRV,6,"non-arch dig",1966,anon,,"in display",museum,,inc,,incomplete,some,,Raftery/1969,0.98,actual,0.42,actual,0.13,actual,Converted,,,,,,,,,,,0,,
KLKEE,1,"first mentioned",1913,"M.J. Delap",,inc,earliest,,pilsp,,complete,some,,converted,0.99,actual,0.36,actual,0.2,actual,Macalister/1945,3,3,actual,1,2,actual,0,8,actual,,1,,
KLLAG,1,"first mentioned",1996,"O'Sullivan, A.",,"in ground",earliest,,pillc,,complete,good,,OSullivan/Sheehan/1996,1.45,actual,0.35,actual,0.07,actual,converted,4,9,actual,1,1.75,actual,0,2.75,actual,,1,,
KLLOE,1,"in/on structure",1916,"R.A.S. Macalister",,unattch,"on site",,cbase,,incomplete,some,,converted,0.89,actual,0.46,actual,0.2,actual,Macalister/1945,2,11,actual,1,6,actual,0,8,actual,,1,,FALSE
KLMOL,1,recognised,1894,"Mr. Henebry",,"in struct",earliest,,pilsp,,incomplete,some,,converted,3.05,actual,0.51,actual,0.18,actual,Macalister/1945,10,0,actual,1,8,actual,0,7,actual,,1,,
KLORG,1,"first mentioned",1877,"Bishop Graves",,"in display",museum,,pilsp,,complete,good,,converted,1.21,actual,0.45,actual,0.44,actual,Macalister/1945,3,11.5,actual,1,5.75,actual,1,5.5,actual,,0,,
KLORG,2,recognised,1902,"Bishop Graves",,"in display",museum,,pilsp,,incomplete,poor,,converted,1.17,actual,0.36,actual,0.11,actual,Macalister/1945,3,10,actual,1,2,actual,0,4.5,actual,,0,,
KLORG,3,recognised,,"Rev. J. Casey",,lost,lost,,ind,,n/a,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
KLQAN,1,"non-arch dig",1986,"J. Cuppage",,lost,lost,,ind,,n/a,n/a,,Cuppage/etal/1986,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
KLURL,1,recognised,1945,"Macalister, R.A.S.",,"on ground",other,,pilsp,,incomplete,some,,OSullivan/Sheehan/1996,2.37,actual,0.45,actual,0.15,actual,converted,7,9.25,actual,1,5.75,actual,0,6,actual,,0,,
KLURL,2,recognised,1945,"Macalister, R.A.S.",,lost,lost,,pilsp,,n/a,n/a,,converted,1.27,actual,0.46,actual,,uncertain,Macalister/1945,4,2,actual,1,6,actual,,,uncertain,,0,,
KLVMO,1,"first mentioned",1879,"R.R. Brash",,"in ground",earliest,,pilsp,,complete,good,,converted,1.32,actual,0.36,actual,0.2,actual,Macalister/1945,4,4,actual,1,2,actual,0,8,actual,,0,,
KLWER,1,"in/on structure",1916,"R.A.S. Macalister",,"in struct",earliest,,pilsp,,complete,good,,converted,1.7,actual,0.51,actual,0.25,actual,Macalister/1945,5,7,actual,1,8,actual,0,10,actual,,0,,
KMERY,1,"first mentioned",1853,"J. Dunne",,"in ground",earliest,,slbcr,,complete,good,,converted,,actual,0.47,actual,0.15,actual,Macalister/1949,5,,actual,1,6.5,actual,0,6,actual,,1,,
KMERY,2,"first mentioned",1853,inc,,lost,lost,,slbcr,,inc,inc,,converted,0.76,actual,0.33,actual,,n/a,Macalister/1949,2,6,actual,1,1,actual,0,,n/a,,1,,
KMERY,3,inc,,inc,,"in ground",earliest,,fccB12a1,,complete,good,,Harbison/1992,3.56,actual,1.16,actual,0.35,actual,converted,11,8.25,actual,3,9.75,actual,1,1.75,actual,,4,,
KMICH,1,recognised,1887,"E.B. Savage",,"in display","on site",,slbcr,,complete,good,,converted,1.77,actual,0.43,actual,,actual,Kermode/1907,5,9.5,actual,1,5,actual,,4,actual,,1,,
KMKDR,1,"first mentioned",1892,"Romilly Allen, J.",,lost,lost,,slbcr,,incomplete,n/a,,converted,0.46,actual,0.3,actual,0.1,actual,Macalister/1949,1,6,actual,1,0,actual,0,4,actual,,1,,
KMKDR,2,inc,,inc,,"in ground",earliest,,pilsc,,incomplete,good,,converted,1.22,visible,0.36,actual,0.15,actual,Macalister/1949,4,0,visible,1,2,actual,0,5.75,actual,,3,,TRUE
KNBOY,1,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,pilsp,,incomplete,poor,,converted,1.78,visible,0.56,visible,0.23,visible,Macalister/1945,5,10,visible,1,10,visible,0,9,visible,,0,,
KNBOY,2,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,pilsp,,incomplete,poor,,converted,1.32,visible,0.23,visible,0.27,visible,Macalister/1945,4,4,visible,0,9,visible,0,10.5,visible,,0,,
KNBOY,3,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,fragy,,frgmntry,poor,,converted,0.36,visible,0.05,visible,0,inc,Macalister/1945,1,2,visible,0,2,visible,0,0,inc,,0,,
KNBOY,4,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,pilsp,,incomplete,poor,,converted,1.88,visible,0.27,visible,0.25,visible,Macalister/1945,6,2,visible,0,10.5,visible,0,10,visible,,0,,
KNBOY,5,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,ind,,inc,inc,,converted,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
KNBOY,6,recognised,1851,"du Noyer, G. V.",,"in struct",earliest,,ind,,inc,inc,,converted,0,inc,0,inc,0,inc,inc,0,0,inc,0,0,inc,0,0,inc,,0,,
KNBOY,7,"first mentioned",1868,"R.R. Brash",,unattch,inc,,pilsp,,complete,some,,converted,1.02,actual,0.23,actual,0.17,actual,Macalister/1945,3,4,actual,0,9,actual,0,6.5,actual,,1,,
KNBOY,8,"first mentioned",1907,"Macalister, R. A. S.",,lost,lost,,pilsp,,frgmntry,n/a,,converted,0,inc,0,inc,0,inc,inc,0,0,inc,0,0,inc,0,0,inc,,0,,
KNDJK,1,recognised,1990,"P. Herring",,inc,inc,,fragy,,frgmntry,inc,,inc,-0.01,inc,-0.01,inc,-0.01,inc,converted,0,-0.01,inc,0,-0.01,inc,0,-0.01,inc,,0,,
KNICK,1,"first mentioned",1916,"R. A. S. Macalister",,"in ground",earliest,,slbns,,inc,inc,,converted,2.29,actual,,actual,0.66,actual,Macalister/1945,7,6,actual,6,,actual,2,2,actual,,0,,
KNKLA,1,"first mentioned",1896,Barry,,"in struct",other,,pilsp,,complete,inc,,converted,1.45,actual,0.43,actual,0.28,actual,Macalister/1945,4,9,actual,1,5,actual,0,11,actual,,0,,
KNMAH,1,recognised,1974,"C. Manning",,"on ground",earliest,,pilsp,,incomplete,some,,Manning/1989,1.2,actual,0.3,actual,0.24,actual,converted,3,11.25,actual,0,11.75,actual,0,9.5,actual,,0,,
KNOUR,1,"first mentioned",1856,"R.R. Brash",,lost,lost,,pilsp,,n/a,n/a,,converted,0.33,visible,0.33,actual,0.25,actual,Macalister/1945,1,1,visible,1,1,actual,0,10,actual,,0,,
KNOUR,2,"first mentioned",1879,"R.R. Brash",,"in ground",earliest,,pilsp,,complete,some,,Power/etal/1997,1.8,visible,0.4,actual,0.4,actual,Macalister/1945,6,2,visible,1,2,actual,1,2,actual,,0,,
KNWEE,1,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pillp,,complete,some,,Power/etal/1997,1.95,actual,0.5,actual,0.2,actual,Macalister/1945,6,5,actual,1,10,actual,0,7,actual,,0,,
KNWEE,2,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pilsp,,complete,good,,Power/etal/1997,1.75,actual,0.4,actual,0.25,actual,Macalister/1945,5,9,actual,1,3,actual,0,9,actual,,0,,
KNWEE,3,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pillp,,incomplete,some,,Power/etal/1997,2.8,actual,0.6,actual,0.15,actual,Macalister/1945,9,4,actual,1,10,actual,0,6,actual,,0,,
KNWEE,4,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pilsp,,incomplete,some,,Power/etal/1997,3.1,actual,0.4,actual,0.3,actual,Macalister/1945,10,2,actual,1,4,actual,0,10,actual,,0,,
KNWEE,5,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pilsp,,incomplete,some,,Power/etal/1997,1.9,actual,0.4,actual,0.3,actual,Macalister/1945,6,3,actual,1,5,actual,0,10,actual,,0,,
KNWEE,6,"in/on structure",1910,"Cremin and Murphy",,"in display",museum,,pilsp,,incomplete,some,,Power/etal/1997,1.8,actual,0.8,actual,0.25,actual,Macalister/1945,5,1.5,actual,1,4,actual,0,11,actual,,0,,
KRRIS,1,"in/on structure",1996,B.Taylor/T.Gurling,,"in struct",earliest,,pilsp,,complete,good,,Thomas/unpub/1997,1.34,visible,0.2,visible,0.4,actual,converted,4,4.75,visible,0,7.75,visible,1,3.75,actual,,0,,
KSAGT,1,"first mentioned",1855,"Doyle, J. B.",,"in ground",earliest,,pilsc,,complete,good,,converted,2.18,visible,0.43,actual,0.18,actual,Macalister/1949,7,2,visible,1,5,actual,0,7,actual,,2,,
LABAN,1,"arch excav",1980,"McCarthy, J. P.",,"in struct",earliest,,inc,,inc,inc,,inc,0,inc,0,inc,0,inc,inc,0,0,inc,0,0,inc,0,0,inc,,0,,
LAEL1,1,"non-arch dig",1923,"Griffith Jones, Rev.",,"in ground","on site",,pilsp,,complete,good,,converted,0.91,visible,0.79,actual,0.3,actual,Macalister/1945,3,0,visible,2,7,actual,1,0,actual,,0,,
LAEL2,1,"non-arch dig",1865,workmen,,"in struct","on site",,pilsp,,complete,some,,converted,1.35,actual,0.32,actual,-0.01,uncertain,Macalister/1945,4,5,actual,1,0.5,actual,-1,-1,uncertain,,0,,
LAMOG,1,"first mentioned",1891,"Mr Shelley",,"in ground",earliest,,pilsp,,incomplete,some,,converted,1.37,actual,0.66,actual,,actual,Macalister/1945,4,6,actual,2,2,actual,1,,actual,,0,,
LAMOG,2,"first mentioned",1891,"Mr. Shelley",,"in ground",earliest,,pilsp,,incomplete,some,,converted,1.37,actual,0.38,actual,0.28,actual,Macalister/1945,4,6,actual,1,3,actual,0,11,actual,,0,,
LANEY,1,inc,1833,inc,,"in display",other,,fcc1a,,complete,poor,,converted,1.98,actual,0.89,actual,0.19,actual,Macalister/1949,6,6,actual,2,11,actual,0,7.5,actual,,1,,
LARON,1,recognised,1903,"J. Nicholson",,unattch,museum,,slbcr,,incomplete,some,,converted,,actual,0.43,actual,0.1,actual,Forsyth/1996,3,,actual,1,5,actual,0,4,actual,,1,,
LARTH,1,"first mentioned",1808,"S. Meyrick",,"in display","on site",,pilsp,,complete,poor,,converted,1.47,actual,0.61,actual,0.25,actual,Macalister/1945,4,10,actual,2,0,actual,0,10,actual,,1,,
LBABO,1,"first mentioned",1695,inc,,"on ground","on site",,pilsp,,incomplete,some,,converted,1.3,actual,0.53,actual,0.28,actual,Macalister/1945,4,3,actual,1,9,actual,,11,actual,,0,,
LBOID,1,"first mentioned",1696,"Edward Lhuyd",,lost,lost,,ind,,n/a,n/a,,converted,,inc,,inc,,inc,Owen/1896,,,inc,,,inc,,,inc,,0,,
LBOID,2,"first mentioned",1696,"Edward Lhuyd",,"in struct","on site",,pilsp,,incomplete,some,,converted,0.89,actual,0.39,actual,,n/a,"Nash-Williams/1950, 113",2,11,actual,1,3.5,actual,,,n/a,,0,,
LBOID,3,recognised,1875,"John Rhys",,lost,lost,,inc,,inc,poor,,converted,,inc,,inc,,inc,Macalister/1945,,,inc,,,inc,,,inc,,0,,
LCARF,1,"first mentioned",1912,"Mr Dunn",,"in struct",other,,pilsp,,complete,some,,Okasha/1993,1.87,actual,0.25,actual,0,uncertain,Macalister/1945,6,2,actual,,9,actual,,0.01,visible,,0,,
LCRFN,1,"first mentioned",1879,"J.O. Westwood",,unattch,"on site",,fcsA,,frgmntry,poor,,RCAHMW/1973,0.81,actual,0.33,actual,0.29,actual,converted,2,8,actual,1,1,actual,0,11.5,actual,,1,,
LCURN,1,"first mentioned",1908,"P.J. Lynch",,"on ground",earliest,,slbbd,,complete,inc,,converted,1.63,actual,0.58,actual,0.23,visible,Macalister/1949,5,4,actual,1,11,actual,0,9,visible,,1,,
LCURN,2,inc,,inc,,"in ground",earliest,,slbbd,,incomplete,some,,converted,1.57,actual,0.34,actual,0.29,visible,Macalister/1949,5,2,actual,1,1.25,actual,0,11.25,visible,,1,,
LDDEW,1,"first mentioned",1885,"J.O. Westwood",,unattch,"on site",,pillc,,incomplete,some,,converted,0.69,actual,0.36,actual,0.11,actual,Macalister/1949,2,3,actual,1,2,actual,0,4.5,actual,,1,,
LDDTY,1,"first mentioned",1873,"Rhys, John",,unattch,"on site",,pilsc,,incomplete,poor,,converted,1.3,actual,0.15,actual,0.15,actual,Macalister/1949,4,3,actual,0,6,actual,0,5.75,actual,,5,,
LDEIL,1,"first mentioned",1889,"Collier, C.",,"in ground","on site",,pillc,,complete,good,,converted,1.73,visible,0.46,actual,0.18,actual,Macalister/1945,5,8,visible,1,6,actual,0,7,actual,,1,,
LDEIL,2,"first mentioned",1889,"Collier, C.",,"in ground","on site",,pillp,,incomplete,good,,converted,1.12,visible,0.46,actual,0.15,actual,Macalister/1945,3,8,visible,1,6,actual,0,6,actual,,0,,
LDEIO,1,"first mentioned",1697,"Edward Lhuyd",,lost,lost,,pilsp,,incomplete,poor,,Lost,,n/a,,n/a,,n/a,Lost,,,n/a,,,n/a,,,n/a,,0,,
LDEWA,1,recognised,1895,"J. Rhys",,"in display",earliest,,fcsA,,frgmntry,poor,,converted,0.57,actual,0.25,actual,0.09,actual,Macalister/1949,1,10.5,actual,0,9.75,actual,0,3.5,actual,,3,,
LDEWB,1,"first mentioned",1808,"S. Meyrick",,"in ground","on site",,pilsp,,incomplete,some,,converted,0.99,visible,0.36,actual,0.18,actual,Macalister/1945,3,3,visible,1,2,actual,0,7,actual,,0,,
LDEWB,2,"first mentioned",1699,"E. Lhwyd",,"in struct","on site",,fragy,,incomplete,poor,,converted,,inc,,inc,,inc,inc,0,,inc,,,inc,,,inc,,0,,
LDEWB,3,"first mentioned",1696,"E. Lhwyd",,"in ground",earliest,,pilsc,,complete,good,,converted,1.73,visible,0.24,actual,0.24,actual,Macalister/1949,5,8,visible,0,9.5,actual,0,9.5,actual,,1,,
LDOUG,1,"first mentioned",1690,"Lhwyd, Edward",,"in ground",earliest,,fcsE,,complete,some,,RCHAMW/1976,2.97,visible,0.68,actual,0.58,actual,Macalister/1949,7,10,visible,1,2,actual,1,0,actual,,5+,,
LDWKE,1,"first mentioned",1838,A.J.K.,,"in display","on site",,pilsp,,complete,some,,converted,1.37,actual,0.3,actual,0.08,actual,Macalister/1945,4,6,actual,0,11.75,actual,0,3,actual,,0,,
LDYFL,1,"first mentioned",-1,"Camden, (Gibbs)",,"in struct",earliest,,pillc,,complete,some,,converted,2.32,actual,0.39,actual,0.1,actual,Macalister/1949,7,7.5,actual,1,3.5,actual,0,4,actual,,1,,
LDYFL,2,"first mentioned",1770,"I. Strange",,n/a,n/a,,ind,,n/a,n/a,,n/a,,n/a,0,n/a,0,n/a,n/a,,,n/a,,,n/a,,,n/a,,0,,
LDYSI,1,"first mentioned",1745,"Lewis Morris",,"in struct",earliest,,fragy,,frgmntry,poor,,converted,1.12,actual,0.88,actual,0.01,ind,Macalister/1945,3,8,actual,2,10.5,actual,0,0.01,ind,,0,,
LDYSI,2,"first mentioned",1860,"J.O. Westwood",,"in struct",earliest,,fragy,,frgmntry,poor,,converted,1.19,actual,0.66,actual,0.01,ind,Macalister/1945,3,11,actual,2,2,actual,0,0.01,ind,,0,,
LDYSI,3,"in/on structure",1898,"Allen, Thomas",,"in struct",earliest,,fragy,,incomplete,some,,converted,0.24,actual,0.24,actual,0.01,ind,Macalister/1945,0,9.5,actual,0,9.5,actual,0,0.01,ind,,0,,
LDYSL,1,"first mentioned",1703,"E. Lhwyd",,"in struct","on site",,pilsp,,incomplete,poor,,converted,0.44,actual,0.36,actual,,ind,Macalister/1945,1,5.5,actual,1,2,actual,,-0.01,ind,,0,,
LEGAN,1,recognised,1891,"J. Moore",,"on ground",earliest,,pilsp,,incomplete,some,,converted,2.03,actual,0.51,actual,0.42,actual,Macalister/1945,6,8,actual,1,8,actual,1,4.5,actual,,1,,
LEMAN,1,"first mentioned",1911,"H. S. Crawford",,lost,lost,,inc,,frgmntry,poor,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
LEMAN,2,"first mentioned",1911,"H. S. Crawford",,inc,inc,,slbcr,,inc,inc,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,1,,
LEMAN,3,"first mentioned",1911,"H. S. Crawford",,inc,inc,,slbcr,,inc,inc,,converted,1.07,actual,0.71,actual,,actual,Macalister/1949,3,6,actual,2,4,actual,,2,actual,,1,,
LETER,1,recognised,1939,"Mr O'Neill",,inc,museum,,pilsp,,frgmntry,some,,Sullivan/Sheehan/1996,0.66,actual,0.28,actual,0.07,actual,Macalister/1945,2,0,actual,0,6,actual,0,6,actual,,0,,
LETWE,1,"first mentioned",1945,"Macalister, R. A. S.",,"in ground",earliest,,pillp,,complete,good,,converted,1.19,visible,0.17,actual,0.3,actual,Macalister/1945,3,11,visible,0,6.5,actual,1,0,actual,,0,,
LFAEL,1,"in/on structure",1802,Skinner,,"in struct","on site",,pilsp,,incomplete,poor,,converted,,inc,,inc,,inc,Nash-Williams/1950,,,inc,,,inc,,,inc,,0,,
LFAEL,2,"first mentioned",1879,"John Rhys",,"in ground",earliest,,pilsp,,incomplete,good,,converted,1.98,actual,0.66,actual,0.61,actual,Macalister/1945,6,6,actual,2,2,actual,2,0,actual,,1,,
LFGLN,1,"in/on structure",1855,workmen,,"in struct",earliest,,pilsp,,complete,good,,converted,1.88,actual,0.41,actual,0.2,uncertain,Macalister/1945,6,2,actual,1,4,actual,0,8,uncertain,,1,,
LFIC1,1,"first mentioned",1773,"D. Barrington",,"in struct",other,,pilsp,,complete,good,,converted,1.63,visible,0.56,actual,,inc,Macalister/1945,5,4,visible,1,10,actual,,0,inc,,0,,
LFIHA,1,"first mentioned",1700,Gibson,,"in ground","on site",,pilsp,,complete,good,,converted,1.22,visible,0.33,actual,0.33,actual,Macalister/1945,4,0,visible,1,1,actual,1,1,actual,,0,,
LFRN1,1,"first mentioned",1708,"Lewis, David",,lost,lost,,ind,,n/a,n/a,,converted,0.61,uncertain,0.61,uncertain,0.13,uncertain,"Lewis, in RCAHMW/1925",2,0,uncertain,2,0,uncertain,0,5,uncertain,,0,,
LFRN2,1,recognised,1908,"James, Llewelyn",,"in ground",other,,pilsc,,complete,some,,converted,1.45,visible,0.32,actual,0.35,actual,Macalister/1945,4,9,visible,1,0.5,actual,1,1.7,actual,,1,,
LFRYN,1,"in/on structure",1855,"W.L. Banks",,n/a,lost,,fragy,,n/a,n/a,,n/a,,,,,,,n/a,,,,,,,,,,,1,,
LGADW,1,"first mentioned",1700,"Edward Lhuyd",,"in struct","on site",,pillc,,incomplete,good,,converted,1.23,visible,0.51,visible,0.01,visible,Macalister/1949,4,0.5,visible,1,8.25,visible,,0.1,visible,,1,,
LGELR,1,"first mentioned",1828,"Rev. D. Morgan",,"in display",other,,pilsp,,incomplete,poor,,converted,1.05,uncertain,0.46,uncertain,0.1,uncertain,Nash-Williams/1950,3,5.5,uncertain,1,6,uncertain,0,4,uncertain,,0,,
LGFNI,1,"in/on structure",1824,"H.L. Jones",,"in display","on site",,pilsp,,incomplete,some,,converted,1.3,actual,0.83,actual,0.15,actual,Macalister/1945,4,3,actual,2,8.5,actual,,6,actual,,1,,
LGFNI,2,"first mentioned",1710,"H. Rowlands",,lost,lost,,pilsp,,incomplete,n/a,,converted,,inc,,inc,,inc,Macalister/1945,,,inc,,,inc,,,inc,,0,,
LGIAN,1,"first mentioned",1848,"Jones, T. L. D.",,"in ground",earliest,,pilsp,,incomplete,some,,converted,1.02,visible,0.33,actual,0.3,actual,Macalister/1945,3,4,visible,1,1,actual,1,0,actual,,0,,
LGLEB,1,"first mentioned",1949,"R.A.S. Macalister",,"in display",museum,,fragy,,incomplete,poor,,converted,0.56,actual,0.2,actual,0.13,actual,Macalister/1949,1,10,actual,0,8,actual,0,5,actual,,0,,
LGORS,1,"non-arch dig",1890,"grave digger",,unattch,"on site",,pilsp,,complete,good,,converted,1.14,actual,0.39,actual,0.33,actual,Macalister/1945,3,9,actual,1,3.5,actual,1,1,actual,,0,,
LGORS,2,"in/on structure",1873,inc,,"in struct","on site",,pillc,,frgmntry,some,,converted,0.66,actual,0.25,actual,0.08,actual,Macalister/1949,2,2,actual,0,10,actual,0,3,actual,,1,,
LGWYR,1,"non-arch dig",1942,"D. Rees",,"in display",museum,,pillp,,complete,some,,converted,0.97,actual,3.71,actual,0.08,actual,Nash-Williams/1950,3,2,actual,12,2,actual,0,3,actual,,0,,
LGYFL,1,"in/on structure",1913,workmen,,"in struct","on site",,pillc,,complete,some,,RCAHMW/1973,1.1,actual,0.57,actual,0.01,ind,converted,3,7.25,actual,1,10.5,actual,0,0.5,ind,,1,,
LHADN,1,"first mentioned",1803,"R. Polwhele",,"in ground",other,,fcbas,,complete,good,,Okasha/1994,0.01,visible,1.16,actual,1.16,actual,converted,0,0.5,visible,3,9.75,actual,3,9.75,actual,,1,,
LHADN,2,"first mentioned",1803,"R. Polwhele",,lost,lost,Lost£U,fcsuc,,n/a,n/a,,Okasha/1993,,,,,,,converted,,,,,,,,,,,0,,
LHAML,1,"first mentioned",1852,"J.O. Westwood",,unattch,other,,pillc,,incomplete,some,,converted,1.14,actual,0.38,actual,0.19,actual,Macalister/1949,3,9,actual,1,3,actual,0,7.5,actual,,2,,
LHANE,1,"non-arch dig",1981,workmen,,"in display",museum,,inc,,inc,inc,,inc,0,inc,0,inc,0,inc,inc,0,0,inc,0,0,inc,0,0,inc,,0,,
LHANE,2,"non-arch dig",1981,workmen,,"in display",museum,,inc,,inc,inc,,inc,0,inc,0,inc,0,inc,inc,0,0,inc,0,0,inc,0,0,inc,,0,,
LHERN,1,"first mentioned",1814,"D & S Lysons",,"in ground",other,,fccB6,,complete,good,,Okasha/1993,1.51,visible,0.27,actual,0.2,actual,Langdon/1896,4,10,visible,1,4,actual,,8,actual,,4,,
LILTE,1,"first mentioned",1871,"Westwood, J. O.",,"in struct","on site",,pilsp,,complete,good,,RCAHMW/1976,1.22,actual,0.27,actual,0.01,ind,converted,4,0,actual,0,10.75,actual,0,0.5,ind,,0,,
LISMR,1,"in/on structure",1820,builders,,"in display","on site",,crslb,,complete,good,,converted,1.02,actual,0.38,actual,0.05,visible,Macalister/1949,3,4,actual,1,3,actual,0,2,visible,,1,,
LISMR,2,"in/on structure",1820,builders,,"in display","on site",,slbcr,,complete,good,,converted,0.39,actual,0.5,actual,0.05,visible,Macalister/1949,1,7.5,actual,1,3.5,actual,0,2,visible,,1,,
LISMR,3,"in/on structure",1820,builders,,"in display","on site",,,,complete,good,,converted,0.39,actual,0.33,actual,0.05,visible,Macalister/1949,1,3.5,actual,1,1,actual,0,2,visible,,1,,
LISMR,4,"in/on structure",1820,builders,,"in display","on site",,,,complete,inc,,converted,0.91,actual,0.36,actual,0.05,visible,Macalister/1949,3,0,actual,1,2,actual,0,2,visible,,1,,
LISMR,5,"in/on structure",1820,builders,,"in display","on site",,,,incomplete,poor,,converted,0.19,actual,0.17,actual,0.05,actual,Macalister/1949,0,7.5,actual,0,6.5,actual,0,2,actual,,1,,
LISMR,6,ind,,ind,,"in display","on site",,arcot,,complete,good,,converted,0.57,actual,0.23,actual,0.15,actual,Macalister/1949,1,10.5,actual,0,9,actual,0,6,actual,,5+,,
LIVET,1,"first mentioned",1872,"J. Polsue",,"in display",other,,pilsp,,incomplete,poor,,Okasha/1993,0.96,actual,0.34,actual,0.31,actual,Macalister/1945,3,2,actual,1,2,actual,1,,actual,,1,,
LLLEO,1,"first mentioned",1698,"E.  Lhuyd",,"in display","on site",,pillc,,complete,good,,converted,1.57,actual,0.72,actual,0.15,actual,Macalister/1949,5,2,actual,2,4.5,actual,0,6,actual,,2,,
LLLWY,1,"non-arch dig",1907,"Mr Watkin Jones",,"in display",other,,pilsp,,complete,good,,converted,0.91,actual,0.23,actual,0.14,actual,Macalister/1949,3,0,actual,0,9,actual,0,5.5,actual,,0,,
LLLYR,1,"first mentioned",1863,"J.O. Westwood",,"in ground",other,,pilsc,,frgmntry,poor,,converted,1.37,visible,0.24,actual,0.2,actual,Macalister/1949,4,6,visible,0,9.5,actual,0,8,actual,,1,,
